id,age,education_level,job_title,department,location,employment_duration,salary
695,29,High School,Scientist,HR,Chicago,25,80000
930,32,Bachelors,Manager,R&D,San Francisco,17,82000
494,47,Bachelors,Scientist,R&D,Boston,15,75000
631,54,PhD,Scientist,R&D,Boston,18,98000
436,24,Bachelors,Manager,Marketing,Chicago,1,66000
353,39,High School,Scientist,Sales,San Francisco,27,82000
682,54,PhD,Scientist,R&D,New York,24,104000
323,57,Bachelors,Manager,Sales,Chicago,5,70000
276,42,High School,Scientist,Sales,San Francisco,2,57000
467,59,High School,Manager,R&D,Boston,23,83000
800,37,Bachelors,Engineer,Marketing,New York,20,75000
462,28,PhD,Engineer,HR,Chicago,4,79000
846,37,PhD,Scientist,R&D,San Francisco,19,99000
320,21,PhD,Engineer,R&D,San Francisco,16,91000
628,45,High School,Engineer,Marketing,New York,17,67000
619,25,Bachelors,Engineer,Marketing,Chicago,27,82000
980,25,Masters,Scientist,Marketing,Chicago,28,98000
153,52,PhD,Engineer,Sales,Chicago,22,97000
118,24,Bachelors,Engineer,R&D,Chicago,10,65000
215,23,High School,Manager,R&D,Chicago,4,64000
610,63,High School,Analyst,Marketing,San Francisco,27,72000
337,29,PhD,Engineer,HR,San Francisco,16,91000
488,46,Bachelors,Engineer,Marketing,Chicago,29,84000
501,50,High School,Scientist,HR,San Francisco,15,70000
783,57,High School,Scientist,HR,Boston,16,71000
823,44,Masters,Analyst,HR,New York,17,77000
747,36,Bachelors,Manager,R&D,San Francisco,10,75000
921,41,High School,Scientist,R&D,Chicago,3,58000
135,53,Bachelors,Scientist,R&D,New York,10,70000
421,48,Bachelors,Analyst,Marketing,Boston,6,56000
692,41,PhD,Scientist,R&D,New York,14,94000
348,47,Masters,Engineer,R&D,San Francisco,6,71000
331,39,Masters,Manager,R&D,New York,8,83000
41,53,Bachelors,Engineer,HR,Boston,4,59000
190,50,High School,Scientist,Sales,New York,1,56000
967,26,Bachelors,Scientist,Marketing,New York,10,70000
208,61,Bachelors,Engineer,Marketing,San Francisco,25,80000
517,47,Bachelors,Analyst,R&D,San Francisco,2,52000
950,40,Bachelors,Engineer,R&D,Boston,1,56000
604,47,Masters,Manager,HR,Chicago,7,82000
693,51,PhD,Analyst,Sales,New York,27,97000
836,40,Bachelors,Engineer,R&D,Boston,4,59000
319,38,High School,Analyst,Sales,San Francisco,13,58000
486,61,High School,Engineer,HR,San Francisco,12,62000
146,51,High School,Analyst,Marketing,San Francisco,18,63000
956,27,High School,Manager,HR,San Francisco,18,78000
896,32,Bachelors,Scientist,Sales,New York,11,71000
966,23,High School,Scientist,HR,Chicago,22,77000
629,54,Bachelors,Engineer,R&D,Boston,19,74000
373,34,Bachelors,Manager,R&D,New York,28,93000
76,32,Bachelors,Manager,Marketing,Chicago,19,84000
828,55,Bachelors,Scientist,Sales,Chicago,3,63000
827,47,Bachelors,Engineer,Sales,Boston,16,71000
689,46,Bachelors,Manager,Marketing,New York,9,74000
775,50,Masters,Manager,R&D,Chicago,3,78000
180,34,Bachelors,Analyst,Marketing,Boston,2,52000
656,47,Masters,Engineer,R&D,San Francisco,2,67000
833,25,High School,Scientist,R&D,Chicago,14,69000
408,57,Bachelors,Manager,Marketing,Chicago,10,75000
811,37,Masters,Manager,Sales,New York,13,88000
558,23,Bachelors,Engineer,R&D,San Francisco,6,61000
889,38,Bachelors,Scientist,Marketing,Chicago,4,64000
510,25,PhD,Engineer,Marketing,Chicago,2,77000
569,24,Bachelors,Scientist,R&D,San Francisco,3,63000
236,28,Masters,Scientist,R&D,New York,23,93000
103,24,High School,Scientist,R&D,New York,16,71000
351,56,High School,Scientist,R&D,San Francisco,4,59000
824,35,Masters,Manager,Marketing,Chicago,16,91000
187,36,Bachelors,Manager,R&D,San Francisco,4,69000
206,53,Masters,Engineer,R&D,Chicago,25,90000
998,22,High School,Scientist,HR,San Francisco,28,83000
314,40,Bachelors,Engineer,R&D,Boston,11,66000
405,30,High School,Manager,HR,Chicago,12,72000
456,26,Masters,Analyst,HR,New York,21,81000
64,62,Bachelors,Scientist,Sales,Chicago,1,61000
884,27,Bachelors,Engineer,R&D,New York,5,60000
519,43,High School,Engineer,R&D,New York,28,78000
445,26,Masters,Engineer,Sales,San Francisco,10,75000
444,56,Bachelors,Scientist,HR,Chicago,8,68000
113,44,PhD,Analyst,R&D,San Francisco,9,79000
559,29,High School,Scientist,HR,New York,12,67000
48,55,Masters,Engineer,R&D,New York,28,93000
277,60,Masters,Analyst,HR,New York,19,79000
366,63,Bachelors,Scientist,HR,New York,10,70000
794,21,Masters,Engineer,R&D,San Francisco,12,77000
498,54,High School,Scientist,HR,Boston,6,61000
883,46,Masters,Scientist,HR,Boston,2,72000
336,28,Bachelors,Manager,R&D,New York,2,67000
65,56,Bachelors,Engineer,R&D,San Francisco,13,68000
67,32,Masters,Manager,HR,New York,9,84000
451,49,Masters,Manager,R&D,Chicago,25,100000
182,45,Bachelors,Engineer,Sales,Chicago,14,69000
989,58,Masters,Scientist,R&D,New York,22,92000
249,55,Bachelors,Analyst,Marketing,Chicago,14,64000
332,25,High School,Engineer,R&D,New York,14,64000
931,34,Bachelors,Engineer,Marketing,New York,22,77000
362,51,Bachelors,Engineer,Marketing,Chicago,5,60000
512,51,PhD,Analyst,R&D,New York,28,98000
483,29,Bachelors,Scientist,Sales,Chicago,7,67000
63,60,High School,Engineer,R&D,New York,4,54000
269,41,Masters,Manager,R&D,San Francisco,10,85000
365,56,PhD,Scientist,R&D,New York,6,86000
859,50,Masters,Analyst,R&D,San Francisco,29,89000
471,52,Bachelors,Engineer,Sales,San Francisco,22,77000
860,62,Bachelors,Analyst,Sales,New York,15,65000
298,64,Bachelors,Scientist,R&D,New York,4,64000
287,64,Bachelors,Scientist,Sales,San Francisco,23,83000
661,63,High School,Manager,R&D,San Francisco,29,89000
546,35,Bachelors,Scientist,Sales,Chicago,23,83000
427,48,Masters,Engineer,R&D,San Francisco,27,92000
863,61,High School,Engineer,Marketing,Chicago,25,75000
272,58,PhD,Manager,R&D,New York,22,107000
440,21,High School,Scientist,R&D,New York,14,69000
439,22,Bachelors,Analyst,HR,Boston,3,53000
73,33,High School,Engineer,HR,San Francisco,7,57000
520,33,High School,Engineer,Sales,San Francisco,1,51000
752,46,Masters,Manager,Sales,San Francisco,22,97000
788,40,Bachelors,Manager,Sales,San Francisco,12,77000
909,26,Bachelors,Scientist,Sales,Chicago,18,78000
549,57,Masters,Scientist,HR,Boston,5,75000
779,40,Bachelors,Engineer,Marketing,Boston,19,74000
149,34,PhD,Engineer,Sales,San Francisco,24,99000
232,52,Bachelors,Scientist,Marketing,San Francisco,21,81000
263,51,High School,Scientist,R&D,Boston,27,82000
431,39,Bachelors,Scientist,R&D,Boston,11,71000
855,31,High School,Scientist,Marketing,Chicago,21,76000
782,40,PhD,Scientist,R&D,Boston,13,93000
903,39,Masters,Scientist,R&D,San Francisco,12,82000
438,57,High School,Manager,HR,San Francisco,3,63000
557,37,Bachelors,Engineer,Marketing,Chicago,21,76000
360,27,High School,Scientist,HR,Chicago,12,67000
89,36,Bachelors,Engineer,R&D,Boston,3,58000
225,30,High School,Scientist,Sales,San Francisco,14,69000
247,21,Masters,Engineer,R&D,New York,6,71000
119,39,High School,Scientist,R&D,Chicago,29,84000
864,63,High School,Scientist,Sales,New York,25,80000
248,32,High School,Engineer,R&D,Boston,29,79000
264,50,Bachelors,Engineer,HR,Chicago,6,61000
156,23,Masters,Analyst,Sales,Boston,28,88000
167,45,Masters,Engineer,R&D,San Francisco,24,89000
894,43,Bachelors,Manager,Sales,Boston,7,72000
147,55,Bachelors,Engineer,Marketing,Boston,11,66000
450,54,Bachelors,Scientist,R&D,San Francisco,20,80000
992,35,Bachelors,Analyst,Sales,Chicago,11,61000
480,42,High School,Analyst,HR,New York,16,61000
95,21,Bachelors,Engineer,Marketing,San Francisco,4,59000
110,21,Bachelors,Engineer,R&D,Chicago,16,71000
984,32,High School,Engineer,R&D,San Francisco,23,73000
394,46,Bachelors,Manager,HR,Chicago,21,86000
935,27,High School,Engineer,R&D,New York,15,65000
98,51,Bachelors,Manager,R&D,Chicago,13,78000
968,28,Bachelors,Scientist,R&D,Chicago,16,76000
223,56,Masters,Manager,Sales,San Francisco,27,102000
518,47,High School,Scientist,R&D,Boston,15,70000
490,55,Masters,Engineer,Sales,New York,11,76000
743,26,Bachelors,Scientist,R&D,Boston,22,82000
226,30,Bachelors,Scientist,Sales,New York,14,74000
116,56,Masters,Engineer,Marketing,Chicago,26,91000
458,28,High School,Engineer,Marketing,San Francisco,1,51000
289,62,High School,Scientist,Sales,Chicago,20,75000
580,49,Masters,Engineer,R&D,Boston,17,82000
813,28,PhD,Engineer,HR,Chicago,16,91000
51,57,Bachelors,Scientist,R&D,Boston,14,74000
854,63,High School,Engineer,Sales,Boston,29,79000
316,28,PhD,Manager,Marketing,San Francisco,18,103000
587,34,High School,Scientist,Sales,New York,18,73000
407,40,Masters,Engineer,R&D,Chicago,17,82000
497,27,Masters,Scientist,R&D,New York,4,74000
75,41,High School,Engineer,Sales,San Francisco,22,72000
573,45,PhD,Scientist,R&D,New York,17,97000
817,43,PhD,Engineer,R&D,San Francisco,18,93000
410,41,PhD,Engineer,R&D,New York,28,103000
322,49,Masters,Manager,R&D,New York,26,101000
991,50,High School,Scientist,Marketing,New York,13,68000
388,44,High School,Engineer,R&D,New York,3,53000
244,26,Bachelors,Manager,Marketing,San Francisco,23,88000
257,61,Masters,Engineer,Marketing,Boston,24,89000
420,51,PhD,Manager,Sales,Boston,18,103000
157,24,Bachelors,Scientist,R&D,New York,17,77000
58,62,Bachelors,Scientist,Marketing,Chicago,17,77000
85,36,High School,Scientist,Sales,Boston,5,60000
948,55,Bachelors,Scientist,HR,New York,3,63000
30,39,High School,Engineer,Marketing,New York,12,62000
701,49,High School,Engineer,R&D,New York,24,74000
579,23,PhD,Engineer,R&D,San Francisco,27,102000
872,56,Masters,Scientist,R&D,Chicago,3,73000
461,41,Bachelors,Analyst,R&D,San Francisco,19,69000
675,57,Bachelors,Analyst,HR,Chicago,5,55000
900,28,Bachelors,Scientist,R&D,New York,25,85000
809,54,Masters,Engineer,R&D,Boston,20,85000
3,24,High School,Engineer,R&D,New York,25,75000
627,57,High School,Manager,R&D,Chicago,7,67000
603,33,Masters,Engineer,R&D,Chicago,10,75000
318,34,Bachelors,Scientist,HR,Chicago,21,81000
868,51,Masters,Scientist,Marketing,Boston,21,91000
473,26,Bachelors,Scientist,HR,New York,21,81000
574,27,High School,Scientist,Marketing,New York,8,63000
283,27,High School,Manager,Marketing,San Francisco,28,88000
464,42,Bachelors,Manager,HR,Boston,28,93000
641,44,Masters,Engineer,R&D,Boston,11,76000
920,36,High School,Manager,Sales,Chicago,13,73000
415,57,Bachelors,Analyst,HR,Boston,27,77000
650,28,High School,Engineer,HR,Chicago,4,54000
644,62,High School,Analyst,Sales,New York,1,46000
280,43,High School,Engineer,R&D,New York,7,57000
189,59,Bachelors,Manager,HR,New York,1,66000
238,42,High School,Scientist,Marketing,San Francisco,2,57000
59,63,High School,Scientist,R&D,Chicago,20,75000
708,24,High School,Engineer,HR,New York,18,68000
218,46,PhD,Engineer,HR,San Francisco,11,86000
602,27,Masters,Analyst,Marketing,Boston,24,84000
4,60,Bachelors,Engineer,HR,San Francisco,24,79000
744,64,Bachelors,Manager,R&D,Boston,10,75000
699,60,Bachelors,Manager,Marketing,San Francisco,29,94000
912,57,Masters,Scientist,Marketing,Boston,9,79000
849,43,Bachelors,Manager,R&D,San Francisco,16,81000
102,50,High School,Manager,Sales,New York,2,62000
425,27,Masters,Engineer,Marketing,Boston,12,77000
940,38,High School,Engineer,R&D,Chicago,6,56000
205,64,Bachelors,Scientist,Sales,New York,15,75000
219,44,High School,Engineer,Marketing,Chicago,17,67000
759,57,Bachelors,Scientist,R&D,New York,5,65000
124,35,PhD,Scientist,Marketing,Chicago,2,82000
100,57,High School,Analyst,Marketing,Boston,29,74000
20,58,Bachelors,Scientist,Sales,New York,5,65000
491,44,Masters,Scientist,Sales,Chicago,14,84000
281,51,Bachelors,Scientist,Marketing,San Francisco,24,84000
143,45,Masters,Engineer,HR,New York,22,87000
515,56,Masters,Scientist,R&D,Chicago,4,74000
243,54,Bachelors,Manager,Sales,Chicago,1,66000
776,47,Bachelors,Engineer,R&D,Chicago,26,81000
254,38,Bachelors,Engineer,R&D,San Francisco,17,72000
540,28,Bachelors,Scientist,Marketing,Chicago,2,62000
93,62,Masters,Engineer,Marketing,New York,11,76000
740,50,Masters,Manager,HR,Chicago,20,95000
109,30,High School,Engineer,HR,Chicago,10,60000
611,24,Bachelors,Manager,Sales,San Francisco,2,67000
847,59,PhD,Engineer,HR,Boston,6,81000
741,30,PhD,Engineer,R&D,San Francisco,27,102000
364,47,High School,Scientist,R&D,San Francisco,11,66000
565,26,Bachelors,Scientist,Sales,San Francisco,6,66000
123,48,Bachelors,Engineer,Marketing,New York,16,71000
240,55,High School,Scientist,HR,San Francisco,17,72000
144,23,High School,Scientist,Sales,New York,4,59000
686,54,Masters,Manager,Marketing,New York,4,79000
329,49,Bachelors,Engineer,R&D,New York,10,65000
346,60,Masters,Scientist,HR,Boston,17,87000
555,53,Bachelors,Analyst,R&D,Boston,21,71000
55,38,Bachelors,Manager,HR,San Francisco,11,76000
528,31,High School,Analyst,R&D,Boston,13,58000
879,44,Masters,Scientist,R&D,San Francisco,14,84000
895,32,High School,Manager,HR,Boston,13,73000
36,35,PhD,Engineer,R&D,Boston,18,93000
295,48,High School,Engineer,R&D,Chicago,2,52000
170,46,Bachelors,Engineer,Marketing,Boston,4,59000
422,64,Bachelors,Engineer,R&D,San Francisco,16,71000
82,57,PhD,Scientist,R&D,New York,12,92000
584,26,Bachelors,Scientist,R&D,Chicago,23,83000
556,62,Masters,Engineer,Marketing,New York,29,94000
885,45,Masters,Engineer,Marketing,San Francisco,5,70000
905,42,High School,Scientist,R&D,Chicago,9,64000
503,38,Bachelors,Engineer,HR,Boston,20,75000
657,50,Bachelors,Engineer,Sales,New York,10,65000
385,46,PhD,Engineer,Sales,Chicago,18,93000
80,24,Bachelors,Engineer,Marketing,New York,24,79000
300,62,High School,Engineer,R&D,Boston,13,63000
554,33,Masters,Scientist,R&D,San Francisco,5,75000
460,29,Bachelors,Engineer,HR,Chicago,19,74000
507,36,Bachelors,Manager,R&D,San Francisco,13,78000
685,53,PhD,Scientist,HR,San Francisco,25,105000
582,59,High School,Scientist,Marketing,Chicago,19,74000
748,33,PhD,Scientist,HR,San Francisco,14,94000
814,44,High School,Analyst,R&D,Chicago,22,67000
821,48,High School,Scientist,Marketing,New York,5,60000
452,25,High School,Manager,R&D,New York,15,75000
472,21,High School,Manager,Sales,San Francisco,11,71000
822,32,Bachelors,Manager,R&D,New York,18,83000
363,37,High School,Engineer,R&D,San Francisco,28,78000
402,43,Bachelors,Manager,R&D,Chicago,26,91000
714,55,Masters,Engineer,HR,New York,9,74000
953,46,Bachelors,Engineer,HR,Chicago,20,75000
576,27,High School,Engineer,Sales,Boston,21,71000
134,37,Masters,Scientist,Marketing,Chicago,14,84000
753,34,Bachelors,Scientist,Sales,Chicago,24,84000
68,39,High School,Manager,R&D,Boston,18,78000
816,28,Bachelors,Scientist,HR,San Francisco,13,73000
165,32,Bachelors,Engineer,R&D,San Francisco,4,59000
202,43,Masters,Engineer,R&D,San Francisco,2,67000
787,47,High School,Scientist,HR,San Francisco,22,77000
678,62,High School,Manager,Marketing,Boston,20,80000
802,41,Masters,Analyst,R&D,New York,27,87000
888,62,PhD,Engineer,R&D,San Francisco,11,86000
516,30,High School,Analyst,Sales,Boston,23,68000
442,45,Masters,Engineer,R&D,Chicago,13,78000
625,26,Bachelors,Engineer,Marketing,Boston,25,80000
397,58,Bachelors,Engineer,R&D,San Francisco,12,67000
710,48,High School,Engineer,Sales,Boston,12,62000
184,62,Masters,Manager,HR,San Francisco,20,95000
15,59,PhD,Engineer,Marketing,San Francisco,4,79000
616,35,High School,Manager,Sales,Boston,15,75000
112,64,High School,Manager,Sales,San Francisco,12,72000
993,32,Bachelors,Scientist,Sales,New York,6,66000
563,22,Masters,Scientist,Sales,Boston,8,78000
213,49,Masters,Scientist,R&D,Boston,23,93000
764,36,Bachelors,Engineer,Marketing,New York,27,82000
922,30,High School,Scientist,HR,New York,15,70000
862,38,High School,Manager,R&D,Chicago,6,66000
927,40,Masters,Engineer,Sales,Chicago,27,92000
129,43,High School,Analyst,Marketing,New York,24,69000
882,46,High School,Engineer,R&D,San Francisco,23,73000
892,26,PhD,Engineer,HR,San Francisco,13,88000
69,48,Bachelors,Scientist,R&D,San Francisco,16,76000
479,28,PhD,Scientist,R&D,Boston,25,105000
820,37,Masters,Scientist,R&D,San Francisco,15,85000
91,42,Bachelors,Engineer,R&D,New York,9,64000
484,64,Bachelors,Scientist,Marketing,New York,6,66000
61,22,High School,Manager,R&D,Chicago,17,77000
609,26,High School,Engineer,HR,New York,26,76000
531,28,High School,Engineer,Marketing,Chicago,14,64000
154,29,High School,Scientist,R&D,Boston,4,59000
140,61,High School,Engineer,R&D,Chicago,6,56000
608,28,Bachelors,Manager,HR,Chicago,10,75000
733,27,High School,Manager,Marketing,San Francisco,16,76000
767,52,Masters,Scientist,R&D,Chicago,18,88000
508,57,PhD,Scientist,R&D,Boston,15,95000
857,43,Bachelors,Scientist,Marketing,Boston,12,72000
352,62,Bachelors,Manager,Sales,Chicago,6,71000
16,60,Masters,Engineer,R&D,New York,21,86000
228,44,High School,Scientist,R&D,Boston,6,61000
985,35,Bachelors,Scientist,Sales,Boston,1,61000
211,64,PhD,Engineer,R&D,New York,11,86000
797,31,Bachelors,Manager,HR,New York,9,74000
986,39,Bachelors,Manager,HR,Chicago,16,81000
646,33,Masters,Scientist,R&D,Chicago,26,96000
13,33,Masters,Engineer,R&D,New York,9,74000
292,30,High School,Scientist,Marketing,New York,20,75000
327,35,Bachelors,Engineer,Sales,New York,4,59000
586,57,PhD,Manager,R&D,Boston,4,89000
334,56,Bachelors,Scientist,HR,New York,17,77000
551,50,Bachelors,Scientist,Marketing,Boston,6,66000
261,60,Bachelors,Engineer,R&D,Chicago,17,72000
731,31,Masters,Manager,R&D,New York,20,95000
492,53,Bachelors,Scientist,R&D,New York,18,78000
371,60,PhD,Scientist,R&D,San Francisco,4,84000
47,49,Bachelors,Manager,HR,Boston,25,90000
795,44,Bachelors,Engineer,R&D,Chicago,27,82000
432,31,High School,Scientist,Marketing,Chicago,12,67000
150,61,High School,Scientist,R&D,San Francisco,17,72000
429,40,Bachelors,Scientist,Sales,Boston,3,63000
917,59,Masters,Manager,Sales,Chicago,2,77000
598,46,Masters,Scientist,Sales,New York,24,94000
17,44,Bachelors,Scientist,HR,Chicago,5,65000
506,41,Masters,Engineer,Sales,San Francisco,24,89000
307,45,Masters,Analyst,R&D,New York,16,76000
107,60,Bachelors,Analyst,R&D,San Francisco,25,75000
475,64,Bachelors,Engineer,HR,San Francisco,10,65000
162,32,Bachelors,Scientist,R&D,Chicago,6,66000
210,31,Bachelors,Engineer,Marketing,New York,7,62000
690,45,High School,Engineer,HR,Chicago,21,71000
995,32,High School,Scientist,Sales,San Francisco,21,76000
262,56,PhD,Engineer,R&D,New York,18,93000
571,64,High School,Scientist,R&D,San Francisco,2,57000
81,33,High School,Manager,R&D,Boston,27,87000
174,61,Masters,Engineer,Marketing,Chicago,29,94000
637,50,Bachelors,Engineer,HR,San Francisco,25,80000
942,46,Bachelors,Analyst,HR,New York,18,68000
798,24,High School,Manager,Marketing,Boston,18,78000
358,44,High School,Scientist,R&D,Boston,13,68000
288,40,Bachelors,Manager,HR,San Francisco,1,66000
357,39,High School,Manager,HR,Boston,15,75000
271,26,Bachelors,Manager,Sales,New York,12,77000
437,33,Masters,Scientist,Sales,Chicago,4,74000
819,51,PhD,Scientist,R&D,San Francisco,23,103000
975,50,Masters,Scientist,Sales,Boston,5,75000
25,41,Bachelors,Manager,R&D,Boston,23,88000
138,40,Masters,Engineer,R&D,New York,11,76000
848,61,Bachelors,Manager,Sales,New York,15,80000
404,62,Bachelors,Scientist,R&D,Boston,11,71000
378,46,Bachelors,Engineer,Marketing,Boston,19,74000
716,41,Bachelors,Engineer,Marketing,San Francisco,6,61000
790,59,High School,Manager,Marketing,San Francisco,6,66000
651,24,Bachelors,Engineer,Marketing,San Francisco,18,73000
669,23,High School,Scientist,Marketing,Chicago,8,63000
878,21,Masters,Engineer,Sales,Chicago,11,76000
304,63,Bachelors,Scientist,HR,New York,18,78000
572,40,High School,Engineer,R&D,New York,12,62000
221,50,High School,Manager,R&D,San Francisco,7,67000
361,63,High School,Engineer,R&D,Chicago,14,64000
33,50,High School,Manager,R&D,Chicago,1,61000
745,22,Bachelors,Engineer,R&D,Chicago,27,82000
151,29,Bachelors,Scientist,R&D,New York,7,67000
43,31,Masters,Engineer,R&D,Boston,28,93000
470,40,Bachelors,Scientist,R&D,Chicago,2,62000
560,31,Masters,Manager,HR,Chicago,29,104000
600,22,Bachelors,Scientist,Marketing,San Francisco,25,85000
302,43,High School,Engineer,R&D,Chicago,20,70000
873,60,Bachelors,Manager,Sales,San Francisco,6,71000
311,50,PhD,Scientist,Sales,Chicago,26,106000
400,50,Bachelors,Engineer,R&D,New York,3,58000
601,26,High School,Engineer,HR,Boston,5,55000
902,57,Bachelors,Manager,R&D,Chicago,18,83000
406,21,PhD,Engineer,Marketing,San Francisco,14,89000
390,25,High School,Scientist,R&D,Boston,25,80000
370,59,High School,Manager,Marketing,San Francisco,22,82000
607,29,PhD,Engineer,R&D,New York,18,93000
175,53,Masters,Manager,Marketing,San Francisco,22,97000
670,59,Masters,Engineer,Marketing,San Francisco,27,92000
499,62,Masters,Engineer,Sales,Boston,24,89000
130,64,High School,Engineer,Sales,Boston,17,67000
354,55,High School,Engineer,Sales,San Francisco,18,68000
845,26,Bachelors,Scientist,Sales,San Francisco,12,72000
158,35,Masters,Manager,R&D,Chicago,7,82000
273,33,Bachelors,Engineer,Sales,Chicago,25,80000
285,39,PhD,Scientist,R&D,Boston,3,83000
386,23,Bachelors,Scientist,R&D,San Francisco,10,70000
8,57,Masters,Manager,HR,New York,12,87000
592,29,Bachelors,Engineer,Sales,Boston,7,62000
241,55,High School,Scientist,R&D,San Francisco,18,73000
667,47,High School,Manager,R&D,Boston,20,80000
303,37,Bachelors,Engineer,R&D,Boston,26,81000
229,24,High School,Analyst,Marketing,Boston,26,71000
7,42,Masters,Manager,HR,San Francisco,25,100000
597,37,Masters,Scientist,HR,San Francisco,9,79000
997,60,PhD,Scientist,Sales,New York,29,109000
634,64,High School,Engineer,Marketing,Boston,27,77000
979,45,High School,Scientist,R&D,New York,10,65000
9,44,PhD,Analyst,HR,New York,9,79000
630,39,Masters,Scientist,R&D,Chicago,4,74000
126,22,High School,Analyst,R&D,Boston,21,66000
665,63,Bachelors,Manager,HR,Chicago,1,66000
720,62,Bachelors,Analyst,Sales,New York,20,70000
201,56,High School,Engineer,R&D,New York,27,77000
951,32,Bachelors,Scientist,R&D,Chicago,4,64000
578,27,Bachelors,Scientist,HR,Chicago,21,81000
46,32,High School,Engineer,Marketing,Boston,1,51000
355,51,PhD,Engineer,HR,Boston,1,76000
476,51,PhD,Scientist,R&D,Chicago,16,96000
687,47,Masters,Scientist,Sales,Chicago,11,81000
755,49,High School,Engineer,Marketing,Chicago,1,51000
90,34,Bachelors,Analyst,R&D,San Francisco,3,53000
877,29,High School,Scientist,HR,San Francisco,14,69000
793,50,Bachelors,Engineer,Marketing,San Francisco,23,78000
522,55,High School,Scientist,R&D,Chicago,10,65000
949,54,Bachelors,Scientist,Marketing,New York,29,89000
784,26,High School,Manager,HR,San Francisco,22,82000
315,29,High School,Engineer,R&D,San Francisco,9,59000
987,46,Masters,Engineer,Marketing,New York,27,92000
668,44,Masters,Engineer,HR,Chicago,26,91000
509,62,PhD,Scientist,HR,Boston,17,97000
742,29,High School,Scientist,Marketing,Chicago,20,75000
514,55,Bachelors,Engineer,R&D,Chicago,7,62000
469,28,PhD,Engineer,R&D,San Francisco,24,99000
457,54,PhD,Scientist,HR,Boston,5,85000
306,51,Bachelors,Scientist,Sales,Boston,17,77000
193,45,PhD,Manager,R&D,San Francisco,8,93000
172,40,Masters,Analyst,R&D,Boston,18,78000
136,21,Bachelors,Engineer,Sales,New York,21,76000
914,57,PhD,Manager,R&D,Boston,3,88000
227,62,Masters,Engineer,HR,San Francisco,23,88000
367,30,Bachelors,Manager,Marketing,Chicago,26,91000
379,29,High School,Engineer,Sales,San Francisco,11,61000
413,22,PhD,Scientist,R&D,New York,23,103000
738,23,Masters,Scientist,Sales,Boston,10,80000
730,22,Bachelors,Scientist,R&D,San Francisco,17,77000
57,25,Masters,Scientist,R&D,Chicago,25,95000
977,24,Bachelors,Engineer,Marketing,Chicago,29,84000
645,21,Bachelors,Analyst,R&D,Boston,12,62000
567,55,Bachelors,Analyst,Sales,San Francisco,11,61000
702,45,High School,Scientist,R&D,Chicago,16,71000
111,31,High School,Manager,HR,Chicago,5,65000
705,40,High School,Engineer,Marketing,Chicago,12,62000
384,41,High School,Scientist,Sales,San Francisco,13,68000
658,24,Bachelors,Engineer,R&D,Chicago,5,60000
595,58,High School,Scientist,Sales,New York,17,72000
972,60,High School,Analyst,R&D,New York,29,74000
296,30,High School,Engineer,R&D,Chicago,24,74000
539,39,Bachelors,Manager,R&D,San Francisco,16,81000
291,42,Masters,Engineer,Marketing,San Francisco,23,88000
852,25,Bachelors,Scientist,HR,Boston,11,71000
